day_type,load_0,load_1,load_2,load_3,load_4,load_5,load_6,load_7,load_8,load_9,load_10,load_11,load_12,load_13,load_14,load_15,load_16,load_17,load_18,load_19,load_20,load_21,load_22,load_23
weekday,0.022851023532933157,0.022511616034599936,0.021283250014911586,0.021726125497430773,0.021877780662966445,0.023282104653614955,0.02998683067534379,0.03183462628844568,0.03805014913545465,0.043485289006749805,0.044185143497893785,0.042688692879017366,0.04004324962041539,0.040715913014437985,0.04023343596095085,0.04011498012994127,0.03832476660148127,0.03289244314019578,0.031966088443963356,0.030829552793489413,0.028637904568453585,0.02811243686799841,0.027219341861625553,0.02433411026308193
weekend,0.023126458527285305,0.02285968794239159,0.02149334848570857,0.02190925021022626,0.022052961291212092,0.02351424586634355,0.030574128928328642,0.0327133880754897,0.03617622167831209,0.0413579111713479,0.04229481963011316,0.0405855910154869,0.038508001124260886,0.0379332832638678,0.03714756525475735,0.03700058572566161,0.034745405565110854,0.032303841674425716,0.03237076665088188,0.031233811482075116,0.029134468282692644,0.028570442345968432,0.027614137417950282,0.024469224384317156
